starttime	seconds	ctime	dtime	ttime	wait
Sat Jan 20 08:29:50 2018	1516436990	278	600	878	267
Sat Jan 20 08:30:00 2018	1516437000	588	291	878	238
Sat Jan 20 08:28:53 2018	1516436933	490	389	878	364
Sat Jan 20 08:29:42 2018	1516436982	117	762	879	324
Sat Jan 20 08:30:19 2018	1516437019	297	581	879	491
Sat Jan 20 08:28:53 2018	1516436933	522	357	879	219
Sat Jan 20 08:29:02 2018	1516436942	584	296	879	225
Sat Jan 20 08:30:00 2018	1516437000	586	293	879	287
Sat Jan 20 08:28:57 2018	1516436937	386	493	879	445
Sat Jan 20 08:29:51 2018	1516436991	262	618	879	530
Sat Jan 20 08:29:23 2018	1516436963	334	545	879	314
Sat Jan 20 08:29:51 2018	1516436991	266	614	880	517
Sat Jan 20 08:28:53 2018	1516436933	321	559	880	424
Sat Jan 20 08:29:31 2018	1516436971	505	375	880	297
Sat Jan 20 08:28:53 2018	1516436933	321	559	880	450
Sat Jan 20 08:29:59 2018	1516436999	624	256	880	245
Sat Jan 20 08:29:37 2018	1516436977	604	276	880	275
Sat Jan 20 08:29:51 2018	1516436991	264	617	880	433
Sat Jan 20 08:29:10 2018	1516436950	680	200	880	195
Sat Jan 20 08:29:23 2018	1516436963	335	545	880	314
Sat Jan 20 08:29:27 2018	1516436967	550	330	881	311
Sat Jan 20 08:28:48 2018	1516436928	493	388	881	382
Sat Jan 20 08:30:13 2018	1516437013	620	261	881	254
Sat Jan 20 08:29:23 2018	1516436963	457	424	881	344
Sat Jan 20 08:29:23 2018	1516436963	466	415	881	335
Sat Jan 20 08:30:10 2018	1516437010	335	546	881	252
Sat Jan 20 08:29:23 2018	1516436963	465	416	881	345
Sat Jan 20 08:29:23 2018	1516436963	465	417	881	346
Sat Jan 20 08:30:28 2018	1516437028	618	263	881	241
Sat Jan 20 08:29:20 2018	1516436960	457	425	882	289
Sat Jan 20 08:29:31 2018	1516436971	506	376	882	345
Sat Jan 20 08:29:15 2018	1516436955	397	485	882	455
Sat Jan 20 08:29:50 2018	1516436990	239	642	882	318
Sat Jan 20 08:29:23 2018	1516436963	337	545	882	314
Sat Jan 20 08:29:23 2018	1516436963	337	546	882	314
Sat Jan 20 08:29:31 2018	1516436971	546	337	882	208
Sat Jan 20 08:28:53 2018	1516436933	494	388	882	364
Sat Jan 20 08:29:23 2018	1516436963	465	418	883	349
Sat Jan 20 08:29:23 2018	1516436963	469	414	883	334
Sat Jan 20 08:30:00 2018	1516437000	588	295	883	284
Sat Jan 20 08:29:31 2018	1516436971	509	374	883	297
Sat Jan 20 08:29:17 2018	1516436957	362	520	883	501
Sat Jan 20 08:29:23 2018	1516436963	458	425	883	355
Sat Jan 20 08:28:52 2018	1516436932	485	398	883	386
Sat Jan 20 08:29:54 2018	1516436994	440	443	883	440
Sat Jan 20 08:28:53 2018	1516436933	494	389	883	364
Sat Jan 20 08:28:53 2018	1516436933	361	522	883	413
Sat Jan 20 08:29:58 2018	1516436998	623	261	883	249
Sat Jan 20 08:29:38 2018	1516436978	679	204	884	191
Sat Jan 20 08:29:23 2018	1516436963	505	378	884	307
Sat Jan 20 08:30:19 2018	1516437019	297	587	884	550
Sat Jan 20 08:29:31 2018	1516436971	510	374	884	297
Sat Jan 20 08:29:42 2018	1516436982	624	260	884	236
Sat Jan 20 08:29:04 2018	1516436944	332	552	884	515
Sat Jan 20 08:28:52 2018	1516436932	485	399	884	388
Sat Jan 20 08:29:23 2018	1516436963	466	419	884	367
Sat Jan 20 08:29:23 2018	1516436963	337	547	884	459
Sat Jan 20 08:29:23 2018	1516436963	336	548	884	468
